dataset,model_type,model,lag,ME,RMSE,MAE,MPE,MAPE
red_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,5.858595048583737,57.73932765752903,55.09743391814642,-0.17079743104359846,15.685865565210946
red_0..1000,Univariate Amazon,"LINEAR, lag=1",1,-6.363519079358284,58.31578622596126,52.02202226088633,-3.6838975501274653,15.23587179007715
red_0..1000,Univariate Amazon,"NNET, lag=1",1,-12.206692079937277,68.73199757966667,52.091348391048605,-4.596687619959436,15.759671053947118
red_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,26.234626778202802,71.99547035466668,68.28522230305057,4.928006275149148,18.929408719313308
red_0..1000,Univariate Amazon,"LINEAR, lag=2",2,-11.829617095392457,56.56539251976625,49.19394535868677,-5.251424623030519,14.622280997135823
red_0..1000,Univariate Amazon,"NNET, lag=2",2,-26.276699979525084,66.2771677395969,51.48786945846076,-9.400975397751258,15.998009455545532
red_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,22.913495040821616,73.96052073629427,66.95337084616646,4.354441177578037,18.834215244579124
red_0..1000,Univariate Amazon,"LINEAR, lag=3",3,-17.283446792679506,56.885130208805656,46.69868640408058,-6.900923037806609,14.061317869453013
red_0..1000,Univariate Amazon,"NNET, lag=3",3,-88.07207823405506,109.74541866687265,88.07207823405506,-26.078255676019513,26.078255676019513
red_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,28.002978184335632,82.18492204083783,71.18595965636217,5.494626128930696,19.71533715139102
red_0..1000,Univariate Amazon,"LINEAR, lag=4",4,-21.540817718166252,57.66384412044631,46.56100795448309,-8.16916898325735,14.164057277880175
red_0..1000,Univariate Amazon,"NNET, lag=4",4,-108.03803079352136,151.18655030283713,122.50115126941586,-31.261478140529512,35.170429620501
red_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,30.82192323993555,80.5087008895399,64.11192630952115,6.705858153879053,17.774378225059372
red_0..1000,Univariate Amazon,"LINEAR, lag=5",5,-25.12810329501614,58.948131299751665,47.21080768694306,-9.245637612782222,14.471418275614866
red_0..1000,Univariate Amazon,"NNET, lag=5",5,-118.75678321499291,143.39913405309898,118.75678321499291,-34.34136352997649,34.34136352997649
red_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,99023.15059366578,170934.17991691167,157520.94478046228,8.967048419518338,17.09114667833277
red_300000+,Univariate Amazon,"LINEAR, lag=1",1,-199710.81840595385,229262.36821030805,199710.81840595385,-23.512899995881718,23.512899995881718
red_300000+,Univariate Amazon,"NNET, lag=1",1,-120660.39912570098,170400.30707808246,143278.068827248,-14.884490301906457,16.946915615774554
red_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,122171.9004242443,187093.3535097629,174541.36071287387,11.472274551178147,18.799420990491004
red_300000+,Univariate Amazon,"LINEAR, lag=2",2,-208221.2429558611,236039.1279012397,208221.2429558611,-24.427515822408882,24.427515822408882
red_300000+,Univariate Amazon,"NNET, lag=2",2,-123073.68753121357,171355.58887021753,138682.4741617887,-15.23294490665473,16.66647817329081
red_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,82837.47088926355,179947.3314559149,172076.57667578247,7.028754124525548,18.984272133082577
red_300000+,Univariate Amazon,"LINEAR, lag=3",3,-216469.97331267447,243750.3706737116,216469.97331267447,-25.349359425857422,25.349359425857422
red_300000+,Univariate Amazon,"NNET, lag=3",3,-104617.52745978798,146129.14743219444,118007.55327514403,-12.94648088786776,14.17464836342954
red_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,80895.11240134099,182973.9179407263,172544.9594650165,6.770756558738159,19.176553342982405
red_300000+,Univariate Amazon,"LINEAR, lag=4",4,-223371.7399377836,250657.64414809534,223371.7399377836,-26.131790713799433,26.131790713799433
red_300000+,Univariate Amazon,"NNET, lag=4",4,-79353.06181066498,140647.9666878164,116551.29537149135,-10.392872658637717,13.821638584294494
red_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,21857.98898891569,156850.93003629745,133458.41207596398,0.43571671198271034,15.41179506686218
red_300000+,Univariate Amazon,"LINEAR, lag=5",5,-224441.87666231062,251663.14299051292,224441.87666231062,-26.251095870709737,26.251095870709737
red_300000+,Univariate Amazon,"NNET, lag=5",5,-130016.11219010096,174198.08717913745,144673.51960875798,-15.922436230875228,17.267604883725486
retro_005001..10000,Multivariate Amzn Twttr,"VECM, lag=1",1,109.70766730699722,625.2301840279401,578.0017648558977,0.9448908231765686,9.089112942039971
retro_005001..10000,Univariate Amazon,"LINEAR, lag=1",1,-112.27412508817838,644.2007859423992,532.041166475442,-2.6166637255652123,8.584407710205417
retro_005001..10000,Univariate Amazon,"NNET, lag=1",1,95.63964621166315,673.6171191939197,566.4441558363455,0.6090430191209704,8.819585932467739
retro_005001..10000,Multivariate Amzn Twttr,"VECM, lag=2",2,73.97846319884513,655.0840569285772,606.7843942391615,0.35089095091017475,9.628101135480703
retro_005001..10000,Univariate Amazon,"LINEAR, lag=2",2,-249.97568916131956,683.6623845866054,537.8353757554033,-4.801425692205379,8.814042678624217
retro_005001..10000,Univariate Amazon,"NNET, lag=2",2,-230.9350247427259,942.3137497338901,816.1153363098646,-4.813228851371502,13.165725505602548
retro_005001..10000,Multivariate Amzn Twttr,"VECM, lag=3",3,-0.002504860890553573,714.4306705864826,612.4235093078504,-0.9072899185203278,9.76067629598391
retro_005001..10000,Univariate Amazon,"LINEAR, lag=3",3,-347.5688217034142,714.4204012821305,605.4688475211608,-6.3516247600540545,9.933217267513593
retro_005001..10000,Univariate Amazon,"NNET, lag=3",3,-415.81248077865996,880.6375241781905,734.0577585474692,-7.641608828451687,12.033979487030347
retro_005001..10000,Multivariate Amzn Twttr,"VECM, lag=4",4,-29.351141438178956,659.3296392966791,613.9445081484894,-1.3319563613540168,9.743829131085938
retro_005001..10000,Univariate Amazon,"LINEAR, lag=4",4,-410.4687449128277,743.1150375335004,643.422048072595,-7.34541595183294,10.575124757954494
retro_005001..10000,Univariate Amazon,"NNET, lag=4",4,-262.06869409862713,662.0138564499002,571.6028122551267,-4.973110052634958,9.24808585647049
retro_005001..10000,Multivariate Amzn Twttr,"VECM, lag=5",5,-29.667345683577878,698.2507688796042,643.0108688947037,-1.384792299849897,10.221151169187483
retro_005001..10000,Univariate Amazon,"LINEAR, lag=5",5,-451.6582216984723,764.2178117814249,669.0628229999259,-7.995964342514002,11.004143386631496
retro_005001..10000,Univariate Amazon,"NNET, lag=5",5,-170.1909322772177,629.7917316197745,542.3520235395246,-3.4973137947221353,8.66793439344959
rose_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,-12.261660556552954,64.28324547385087,45.08130479796968,-6.397855835971893,14.519848339232093
rose_0..1000,Univariate Amazon,"LINEAR, lag=1",1,11.424793548351232,65.56952138995543,49.8673349469196,-0.006732540174002377,15.407033444963165
rose_0..1000,Univariate Amazon,"NNET, lag=1",1,-2.518890339995707,55.59759492228794,38.78061473559448,-3.1787423414705334,12.606746928254228
rose_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,-15.901617964011216,67.77292087388794,51.92360210015038,-7.126775539095401,16.160293078020203
rose_0..1000,Univariate Amazon,"LINEAR, lag=2",2,32.2121838178725,83.32690692521346,69.7071553461946,5.485538087386021,20.852329697354094
rose_0..1000,Univariate Amazon,"NNET, lag=2",2,11.47469293873985,82.29271846980612,54.828063806238745,0.7488262688443856,17.424210315622823
rose_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,-11.830008145421438,67.27647197795326,50.05425410918979,-6.002847883479953,15.615457059058397
rose_0..1000,Univariate Amazon,"LINEAR, lag=3",3,47.69374528041273,82.83916015383586,76.99395260827922,9.980113095716005,21.988394787464564
rose_0..1000,Univariate Amazon,"NNET, lag=3",3,43.75025614258658,99.90790169517595,72.97546582205717,9.769151837683053,21.746696788285757
rose_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,-4.339531158526299,65.68415119689921,51.81856752893816,-4.034671466733595,16.173082458785853
rose_0..1000,Univariate Amazon,"LINEAR, lag=4",4,63.30985420579981,94.95701757494905,90.69793233770343,14.249404556023634,25.474026741230038
rose_0..1000,Univariate Amazon,"NNET, lag=4",4,90.15656188560153,108.75095679500825,98.40682877741646,23.148467601285915,26.52972452416089
rose_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,7.994577438016194,81.9601797844214,61.973700249315186,-1.433998807083488,19.723216013065436
rose_0..1000,Univariate Amazon,"LINEAR, lag=5",5,75.11654626012597,100.60808128986244,97.40092437918432,17.631511500904438,26.764453352977526
rose_0..1000,Univariate Amazon,"NNET, lag=5",5,71.11321353829615,95.77309618328124,91.77374684136888,16.978276394487118,25.445708076074297
rose_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,-226066.0136337621,391502.6662198455,307044.0316894265,-30.48132878419768,37.771702931403865
rose_300000+,Univariate Amazon,"LINEAR, lag=1",1,-38013.31857507666,263056.9215439741,205327.51798381784,-9.586017456570518,24.552706006341467
rose_300000+,Univariate Amazon,"NNET, lag=1",1,-139274.32344917397,305922.6568781332,239251.7236053838,-20.439453691493963,29.13146576494941
rose_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-248453.95464830782,486486.4312640639,370543.1088573965,-33.68613267708841,44.146930414078035
rose_300000+,Univariate Amazon,"LINEAR, lag=2",2,-76881.65774733492,263282.8758600735,194464.61547909543,-13.72528252092505,24.072689466834078
rose_300000+,Univariate Amazon,"NNET, lag=2",2,-98775.55946003375,295693.7965248652,234669.82444202495,-16.00204933242221,28.924928423086236
rose_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-262323.8693839951,698923.507644623,592262.7878432788,-33.88417916917607,61.45183375119687
rose_300000+,Univariate Amazon,"LINEAR, lag=3",3,-116798.24782912324,274207.7225621223,199596.183440016,-18.246685878877837,25.349669668009184
rose_300000+,Univariate Amazon,"NNET, lag=3",3,-215483.99317642872,322380.87184784084,254070.7873526804,-28.870912106011573,31.918909547996996
rose_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-252269.91905869398,959407.9790048059,765472.50251832,-37.151193391330324,79.17904277270276
rose_300000+,Univariate Amazon,"LINEAR, lag=4",4,-156398.62896158727,290950.88053001295,218246.93614883086,-22.76124746487134,27.906487992615286
rose_300000+,Univariate Amazon,"NNET, lag=4",4,-390684.79741990665,449969.5520679453,390684.79741990665,-50.33245438971012,50.33245438971012
rose_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-366734.7952532605,1040958.1776167786,798874.5626393605,-48.34701411552082,83.62914797349416
rose_300000+,Univariate Amazon,"LINEAR, lag=5",5,-193236.09996629303,309765.06036324543,235531.59263618005,-26.926482596403375,30.267432686127872
rose_300000+,Univariate Amazon,"NNET, lag=5",5,-451202.03658748197,497150.3539082821,451202.03658748197,-56.69619436322613,56.69619436322613
satin_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,9.616198250939348,75.33026902619251,58.40088613753694,0.6208637000685626,9.246229625814454
satin_0..1000,Univariate Amazon,"LINEAR, lag=1",1,42.574511066033295,84.68728448837044,56.842164662106285,6.0134320014894875,8.599486945085319
satin_0..1000,Univariate Amazon,"NNET, lag=1",1,41.52328213861334,71.89454035219653,51.330511747450814,5.976616285797123,7.761352348119462
satin_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,13.163254813696568,80.51969397838951,65.00731429766415,1.0899874499267477,10.24592831535904
satin_0..1000,Univariate Amazon,"LINEAR, lag=2",2,62.5661370744789,94.81245159054602,70.02916496378775,9.327554787352138,10.691910891430538
satin_0..1000,Univariate Amazon,"NNET, lag=2",2,75.61873302732067,110.6737156222041,89.62508494554308,11.58063488318092,14.108324929376465
satin_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,21.113092504020003,79.73497298375422,61.859791800173454,2.4198784270055604,9.651248830389768
satin_0..1000,Univariate Amazon,"LINEAR, lag=3",3,80.37130939385989,105.82072346745223,82.91676842423115,12.270482051213124,12.735831051280996
satin_0..1000,Univariate Amazon,"NNET, lag=3",3,111.34744353652762,144.01820261129237,122.83109783917665,17.313105077160024,19.4124934323061
satin_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,31.290108933779948,86.60258773432433,73.16994939492469,4.124352968063427,11.548743158967405
satin_0..1000,Univariate Amazon,"LINEAR, lag=4",4,94.66564189130588,115.86972443284816,94.66564189130588,14.635983170259836,14.635983170259836
satin_0..1000,Univariate Amazon,"NNET, lag=4",4,94.31230054919729,112.31198807484664,94.31230054919729,14.623134519815647,14.623134519815647
satin_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,25.509825888461947,94.63252799410726,84.4079017672983,3.176948489728857,13.46523713128823
satin_0..1000,Univariate Amazon,"LINEAR, lag=5",5,106.02141902068351,124.53928105664507,106.02141902068351,16.51471653476899,16.51471653476899
satin_0..1000,Univariate Amazon,"NNET, lag=5",5,74.48787394975795,101.59742529493658,84.43444617959074,11.271648864048272,13.090035012098141
satin_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,-537087.0783958609,871448.0423150752,640793.7217616645,-45.87686383813085,51.969835535288055
satin_300000+,Univariate Amazon,"LINEAR, lag=1",1,-820363.5824546737,1044529.187344994,841326.6635770893,-68.59694531844117,69.82856805560331
satin_300000+,Univariate Amazon,"NNET, lag=1",1,-1115394.3718160724,1168612.9606157916,1115394.3718160724,-105.74890771765085,105.74890771765085
satin_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-538110.5752225729,856017.7165343781,632971.3290396166,-46.093452444494034,51.666710525362845
satin_300000+,Univariate Amazon,"LINEAR, lag=2",2,-1144472.3070233632,1316824.3940249265,1144472.3070233632,-96.46206405572065,96.46206405572065
satin_300000+,Univariate Amazon,"NNET, lag=2",2,-1279285.9813950132,1388370.254855311,1279285.9813950132,-106.98675126579917,106.98675126579917
satin_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-769453.0576888463,1106653.1372890007,910217.110240837,-62.59219220324215,72.34796768034933
satin_300000+,Univariate Amazon,"LINEAR, lag=3",3,-1430305.8683899462,1572722.1676610727,1430305.8683899462,-120.99739172603526,120.99739172603526
satin_300000+,Univariate Amazon,"NNET, lag=3",3,-1399939.6186688517,1832681.6987061833,1399939.6186688517,-108.74296554048411,108.74296554048411
satin_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-935268.7006329906,1227566.0633901502,997262.6899479129,-75.64021907284906,79.2824893270056
satin_300000+,Univariate Amazon,"LINEAR, lag=4",4,-1694676.0048409267,1816568.5116424293,1694676.0048409267,-143.8189814984426,143.8189814984426
satin_300000+,Univariate Amazon,"NNET, lag=4",4,-2377470.4022634244,2520980.339651327,2377470.4022634244,-202.5855350910717,202.5855350910717
satin_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-789319.0071512607,1228760.3259477462,875261.4171277201,-55.36193430660137,64.29407344066686
satin_300000+,Univariate Amazon,"LINEAR, lag=5",5,-1935687.8243347947,2042596.902916081,1935687.8243347947,-164.70236677492755,164.70236677492755
satin_300000+,Univariate Amazon,"NNET, lag=5",5,-3817307.3870315873,3981218.292970508,3817307.3870315873,-328.4041939668863,328.4041939668863
slip-on_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,24.999784469263673,102.6286444382421,81.42255297058976,2.304842821207072,19.43544779128616
slip-on_0..1000,Univariate Amazon,"LINEAR, lag=1",1,62.37844086174592,96.5717772256425,74.39563138534825,12.653303601438225,16.409165027815934
slip-on_0..1000,Univariate Amazon,"NNET, lag=1",1,95.37289571390002,129.21741666870224,103.97898365760855,20.26758015829363,22.959042284322614
slip-on_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,27.635751797388856,82.72925280046891,68.62645845224287,3.886097412215876,16.05455953277104
slip-on_0..1000,Univariate Amazon,"LINEAR, lag=2",2,80.82079183385599,110.10634294389614,94.49785122497198,17.002961286618536,21.28348742128636
slip-on_0..1000,Univariate Amazon,"NNET, lag=2",2,93.13514301595528,115.21492151222279,94.09113200917447,20.340635149654865,20.639690901375822
slip-on_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,34.74223343940464,86.2547413046921,69.20973349630103,5.547953884152886,16.058077014719785
slip-on_0..1000,Univariate Amazon,"LINEAR, lag=3",3,86.52777930205396,116.36886143134905,94.65416719173658,18.364265757527612,20.910686538429264
slip-on_0..1000,Univariate Amazon,"NNET, lag=3",3,96.38523313476473,110.69825895783221,96.61766659696039,21.900584380145546,21.972993558399647
slip-on_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,20.92251144580196,78.7017211780485,65.97254285075712,2.250025811327628,15.659282590771909
slip-on_0..1000,Univariate Amazon,"LINEAR, lag=4",4,98.80474735699758,122.79151765679896,100.44361096020924,21.609224396220412,22.122974742054787
slip-on_0..1000,Univariate Amazon,"NNET, lag=4",4,50.54326210138226,124.38371831903738,110.78548944888715,8.524281753229014,26.435649089851182
slip-on_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,20.516571880734055,76.30066495286982,64.10105165548796,2.245454027755489,15.26119030105774
slip-on_0..1000,Univariate Amazon,"LINEAR, lag=5",5,107.47407094164544,128.8701853227361,107.67593103792066,23.79382501942796,23.85710404647348
slip-on_0..1000,Univariate Amazon,"NNET, lag=5",5,120.89817904008683,143.73015157518623,120.89817904008683,27.22690194560964,27.22690194560964
slip-on_300000+,Multivariate Amzn Twttr,"VECM, lag=1",1,-331819.71199651307,622727.9773495969,508398.3711239331,-8.43035571046838,11.873043652878538
slip-on_300000+,Univariate Amazon,"LINEAR, lag=1",1,-298184.3372457352,541853.9267318061,459352.46001279994,-7.468581767716877,10.677454523868526
slip-on_300000+,Univariate Amazon,"NNET, lag=1",1,-505578.4162032533,705841.4673037798,546715.9219408386,-12.323166196967863,13.139614283298913
slip-on_300000+,Multivariate Amzn Twttr,"VECM, lag=2",2,-400358.11711263645,602453.4686665101,482284.0688375308,-9.669533301165162,11.276438919621322
slip-on_300000+,Univariate Amazon,"LINEAR, lag=2",2,-219732.21211258427,491206.11122826586,387827.9583856723,-5.933582847039634,9.176336377665406
slip-on_300000+,Univariate Amazon,"NNET, lag=2",2,-588511.1823720691,789786.3676916803,604661.1407947348,-14.611523786144389,14.917090496025661
slip-on_300000+,Multivariate Amzn Twttr,"VECM, lag=3",3,-426550.8519332473,637568.6902842626,511843.0273221106,-10.263261674292979,11.957519177873053
slip-on_300000+,Univariate Amazon,"LINEAR, lag=3",3,-151576.18522958911,483294.4014607716,396071.42549160414,-4.470426231668283,9.2706537994774
slip-on_300000+,Univariate Amazon,"NNET, lag=3",3,-659715.613367277,831964.4616517471,660677.8040454341,-16.09313101643133,16.111336229850966
slip-on_300000+,Multivariate Amzn Twttr,"VECM, lag=4",4,-432727.2055397136,636177.4881551544,505985.1591499902,-10.40745164803948,11.837814462173995
slip-on_300000+,Univariate Amazon,"LINEAR, lag=4",4,-96874.15751116816,466095.59503132844,389004.36835272075,-3.2513132169708507,9.034634135071315
slip-on_300000+,Univariate Amazon,"NNET, lag=4",4,-668197.2806578438,829746.1246521065,668197.2806578438,-16.2368945717514,16.2368945717514
slip-on_300000+,Multivariate Amzn Twttr,"VECM, lag=5",5,-458093.9591459412,605933.0546212096,471871.5364945171,-10.856656212192995,11.117336077141166
slip-on_300000+,Univariate Amazon,"LINEAR, lag=5",5,-40922.872396176565,454731.5594752902,376681.5773284364,-2.0517780522581255,8.730388145670798
slip-on_300000+,Univariate Amazon,"NNET, lag=5",5,-454563.25287770585,716101.4083258569,550086.3425227009,-11.758913299791868,13.560347806044227
solid_0..1000,Multivariate Amzn Twttr,"VECM, lag=1",1,21.95344710735126,50.46367982238217,32.509997383205366,4.041508358107764,6.413016545175525
solid_0..1000,Univariate Amazon,"LINEAR, lag=1",1,51.50641838046711,67.30237181213687,51.50641838046711,10.416874560210818,10.416874560210818
solid_0..1000,Univariate Amazon,"NNET, lag=1",1,32.84201297702524,52.99725385536311,34.942669978043774,6.38287104447431,6.883027473288246
solid_0..1000,Multivariate Amzn Twttr,"VECM, lag=2",2,33.17971600907753,50.23329729776649,34.93863995152895,6.635727864183567,7.018102634281702
solid_0..1000,Univariate Amazon,"LINEAR, lag=2",2,76.08033208021865,86.8316038840488,76.08033208021865,15.717930575536958,15.717930575536958
solid_0..1000,Univariate Amazon,"NNET, lag=2",2,51.4615277876452,65.58813854265223,51.4615277876452,10.392682186936684,10.392682186936684
solid_0..1000,Multivariate Amzn Twttr,"VECM, lag=3",3,43.45630519308383,60.604062459991006,45.57192887950121,8.833717548498097,9.293635741197527
solid_0..1000,Univariate Amazon,"LINEAR, lag=3",3,96.80646038728624,104.98666193029642,96.80646038728624,20.187630202099612,20.187630202099612
solid_0..1000,Univariate Amazon,"NNET, lag=3",3,50.55536188824999,64.42725564996562,50.55536188824999,10.207375523986189,10.207375523986189
solid_0..1000,Multivariate Amzn Twttr,"VECM, lag=4",4,35.34796762890676,57.11516839720719,45.68748195243644,7.153518802664996,9.401239307780145
solid_0..1000,Univariate Amazon,"LINEAR, lag=4",4,112.27406854138944,119.13856587256286,112.27406854138944,23.521451985649126,23.521451985649126
solid_0..1000,Univariate Amazon,"NNET, lag=4",4,62.19768354854752,73.41601023824819,62.19768354854752,12.741829151714208,12.741829151714208
solid_0..1000,Multivariate Amzn Twttr,"VECM, lag=5",5,35.452550892186196,58.2192197997946,46.747198781996815,7.175526566604454,9.630884803519805
solid_0..1000,Univariate Amazon,"LINEAR, lag=5",5,124.00938417296427,130.10778441072858,124.00938417296427,26.049430232387714,26.049430232387714
solid_0..1000,Univariate Amazon,"NNET, lag=5",5,93.1943054382674,100.09731993594997,93.1943054382674,19.466520608804316,19.466520608804316
solid_001001..5000,Multivariate Amzn Twttr,"VECM, lag=1",1,68.92580138231227,238.79028103520218,185.40349751034245,2.1467967394516507,6.806179028015251
solid_001001..5000,Univariate Amazon,"LINEAR, lag=1",1,104.424952565441,196.1621263141575,165.14641085524352,3.5953840646503723,6.016873264965097
solid_001001..5000,Univariate Amazon,"NNET, lag=1",1,64.554946478261,154.73807255447733,129.9135872762402,2.1384409230968533,4.741988568992504
solid_001001..5000,Multivariate Amzn Twttr,"VECM, lag=2",2,52.22485954173925,216.1042638593609,173.05091315320152,1.56359468705308,6.3816387423535
solid_001001..5000,Univariate Amazon,"LINEAR, lag=2",2,92.06681343056971,195.03793495710454,156.6915717041012,3.1157550731041646,5.70082161879359
solid_001001..5000,Univariate Amazon,"NNET, lag=2",2,-1.6364899446138566,219.41030742680542,175.64293013304922,-0.39637412396860316,6.533573448561816
solid_001001..5000,Multivariate Amzn Twttr,"VECM, lag=3",3,171.18761077488972,306.01210535396325,206.09177327431263,5.997302447538897,7.39580859259557
solid_001001..5000,Univariate Amazon,"LINEAR, lag=3",3,112.80626468745311,196.17046846330157,158.26772506744658,3.9149971854848302,5.749600106388522
solid_001001..5000,Univariate Amazon,"NNET, lag=3",3,98.75066692885412,248.55247307348637,224.565951372438,3.372269479704162,8.27473307295537
solid_001001..5000,Multivariate Amzn Twttr,"VECM, lag=4",4,97.53531087282556,316.8267921051007,281.0965638709407,3.2687554265322505,10.327296705257158
solid_001001..5000,Univariate Amazon,"LINEAR, lag=4",4,142.8692486163015,212.3047334503851,175.10035076298055,5.0334856238315595,6.326506577777236
solid_001001..5000,Univariate Amazon,"NNET, lag=4",4,277.3665636431874,350.711306717473,320.23812350847777,10.200643982902072,11.802720211051936
solid_001001..5000,Multivariate Amzn Twttr,"VECM, lag=5",5,102.3162312466024,317.42232300805176,292.5981639918137,3.468888955802153,10.788444312897457
solid_001001..5000,Univariate Amazon,"LINEAR, lag=5",5,143.26036950004078,212.57364468904785,172.0514171365524,5.046744832704762,6.207836855143512
solid_001001..5000,Univariate Amazon,"NNET, lag=5",5,276.5040716123737,326.0914847776885,276.5040716123737,9.998519051460075,9.998519051460075
solid_005001..10000,Multivariate Amzn Twttr,"VECM, lag=1",1,121.42526718712384,316.0637163573705,268.0002974288054,1.605014371170541,3.6227199219646224
solid_005001..10000,Univariate Amazon,"LINEAR, lag=1",1,-323.1096607199016,447.06405023091054,367.7229327203405,-4.602680643567858,5.180309858499347
solid_005001..10000,Univariate Amazon,"NNET, lag=1",1,2.609492031670129,266.11255902132785,222.7156814910303,-0.08306555372925506,3.0372007251907895
solid_005001..10000,Multivariate Amzn Twttr,"VECM, lag=2",2,120.87677001279098,286.8531873760529,224.65811366322941,1.5895719963637887,3.013381585565287
solid_005001..10000,Univariate Amazon,"LINEAR, lag=2",2,-438.40269277325183,573.0598585985592,471.106833107601,-6.221156465596525,6.640494077269164
solid_005001..10000,Univariate Amazon,"NNET, lag=2",2,-455.2801242271079,599.7841602187335,473.92589775976137,-6.45879638356452,6.6978754133459475
solid_005001..10000,Multivariate Amzn Twttr,"VECM, lag=3",3,167.58321171346165,296.0412966384244,249.02150421293936,2.2024025720735407,3.337902352667506
solid_005001..10000,Univariate Amazon,"LINEAR, lag=3",3,-398.319581996667,522.7475060282965,436.807543853834,-5.655266916740488,6.1492942858162225
solid_005001..10000,Univariate Amazon,"NNET, lag=3",3,-394.82484374195576,534.4755368557293,440.1737445635273,-5.619051153285221,6.2021571944895975
solid_005001..10000,Multivariate Amzn Twttr,"VECM, lag=4",4,157.9803573686346,303.8780975690042,254.7340596723401,2.055809529093435,3.415606642008888
solid_005001..10000,Univariate Amazon,"LINEAR, lag=4",4,-372.2902785740812,488.50211979618473,411.75895770730995,-5.286022097606225,5.793328697414161
solid_005001..10000,Univariate Amazon,"NNET, lag=4",4,-89.9501437000473,339.38978002563016,273.4483109740946,-1.4165611795168869,3.7876920416767716
solid_005001..10000,Multivariate Amzn Twttr,"VECM, lag=5",5,210.96046081159182,384.26857102187404,310.72035985163654,2.752658970860407,4.173686379072407
solid_005001..10000,Univariate Amazon,"LINEAR, lag=5",5,-374.9610064098358,490.33014305039734,412.5103338020881,-5.3224912681038985,5.804956776050235
solid_005001..10000,Univariate Amazon,"NNET, lag=5",5,-44.005581687075846,419.77740322941196,324.9123769672178,-0.8293576873340989,4.486588362133267
solid_010001..20000,Multivariate Amzn Twttr,"VECM, lag=1",1,-38.29362792022425,551.6959696665522,431.82095572648836,-0.3524588917577796,2.936237269420369
solid_010001..20000,Univariate Amazon,"LINEAR, lag=1",1,-303.7729064076161,551.0425992837263,491.71591006893095,-2.2124224250268996,3.408445103283962
solid_010001..20000,Univariate Amazon,"NNET, lag=1",1,-194.80174243520378,608.7342524657065,485.12767902417636,-1.505847010251774,3.3715375959655485
solid_010001..20000,Multivariate Amzn Twttr,"VECM, lag=2",2,113.84294516147293,555.6630678807428,476.1950640202472,0.7166498079424617,3.2345065741589183
solid_010001..20000,Univariate Amazon,"LINEAR, lag=2",2,-398.8555394454006,644.5671283605205,593.0057830741084,-2.891882528661899,4.127406543099394
solid_010001..20000,Univariate Amazon,"NNET, lag=2",2,59.218073998157024,598.3014921924912,464.35045971396244,0.253009400208289,3.157602475039658
solid_010001..20000,Multivariate Amzn Twttr,"VECM, lag=3",3,60.96102031045962,559.6563161530742,428.00004304742674,0.32828024238018244,2.8828202339103908
solid_010001..20000,Univariate Amazon,"LINEAR, lag=3",3,-485.393564275176,739.8106156562156,662.7067561057613,-3.5138220728771623,4.642199264111637
solid_010001..20000,Univariate Amazon,"NNET, lag=3",3,9.65562577908804,1082.5028313564558,828.5448640596824,-0.21794239716173447,5.650491246839588
solid_010001..20000,Multivariate Amzn Twttr,"VECM, lag=4",4,11.2990982190272,569.0033758464342,445.40390883260807,-0.020457554089021057,3.009728501404908
solid_010001..20000,Univariate Amazon,"LINEAR, lag=4",4,-502.8451270904591,771.7151797971326,685.8539385347669,-3.642303000295411,4.806925702626503
